-1295023728	12.000000	i
-1295023728	12.000000	k
-1295023728	1.000000	j
-1295023728	11.000000	i
-1295023728	12.000000	k
-1295023728	1.000000	j
-1295023728	11.000000	i
-1295023728	13.000000	k
-1295023728	1.000000	j
-1295023728	13.000000	i
-1295023728	12.000000	k
-1295023728	1.000000	j
-1295023728	11.000000	i
-1295023728	9.000000	k
-1295023728	1.000000	j
-1295023728	9.000000	i
-1295023728	8.000000	k
-1295023728	2.000000	j
-1295023728	6.000000	i
-1295023728	11.000000	k
-1295023728	2.000000	j
-1295023728	12.000000	i
-1295023728	11.000000	k
-1295023728	2.000000	j
-1295023728	10.000000	i
-1295023728	13.000000	k
-1295023728	2.000000	j
-1295023728	12.000000	i
-1295023728	12.000000	k
-1295023728	2.000000	j
